,id,curr_liv_pref,age,mv,compul_edu_urban,compul_edu_ctype,compul_edu_pref,q3,q4_1,q4_2,q5,curr_job,curr_job_yrs,q9_1,q9_2,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q11,q12,q13,q14,q14sq1,q14sq2,q14sq3,q14sq4,q15,q16,q16sq1_1,q16sq1_2,q16sq2,q16sq3,q16sq4,q17,q17sq1_1,q17sq1_2,q17sq1_3,q17sq1_4,q17sq1_5,q17sq1_6,q17sq1_7,q17sq1_8,q17sq2_1,q17sq2_2,q17sq2_3,q17sq2_4,q17sq2_5,q17sq2_6,q17sq2_7,q17sq2_8,q17sq2_9,q18,q19,fin_edu_deg,fin_edu_hs_maj,fin_edu_clg_maj,fin_edu_pref,fin_edu_course,fin_edu_grad,fin_edu_e_age,voc,q23sq1_1,q23sq1_2,q23sq1_3,q23sq1_4,q23sq1_5,q23sq1_6,q23sq1_7,q23sq1_8,q23sq2,q23sq3,marr,marr_age,sep_age,remarr_age,num_kids,birth_age_1st,birth_age_last,q28_4,q28_5,q29_1,q29_2,q29_3,q29_4,q29_5,q30_1,q30_2,q30_3,q30_4,q31_1,q31_2,q31_3,q31_4,q31_5,q32,q32sq,q33a,q33b,q33c,q33d,q33e,q34,q34sq,q35_1,q35_2,q35_3,q36,hus_fin_edu,hus_marr_emp_pos,q38_1_3,hus_marr_ind_maj,hus_marr_ind_min,hus_marr_pos,hus_marr_f_size,hus_curr_emp_pos,q38_2_3,hus_curr_ind_maj,hus_curr_ind_min,hus_curr_pos,hus_curr_f_size,farther_edu,mother_edu,fam_size,q41sq_1,q41sq_2,q41sq_3,q41sq_4,q41sq_5,q41sq_6,inc_hh,inc_hh_100k,inc_ind_y_n,inc_ind,inc_ind_100k,inc_hus_100k,q44_1,curr_card_no,curr_frm_id,curr_emp_pos,curr_ind,curr_ind_maj,curr_ind_min,curr_work_hour,curr_work_day,curr_pos,curr_f_sz,curr_cmmt_time,curr_chnl,curr_s_age,curr_e_age,last_card_no,last_frm_id,last_emp_pos,last_ind,last_ind_maj,last_ind_min,last_work_hour,last_work_day,last_pos,last_f_sz,last_cmmt_time,last_chnl,last_s_age,last_e_age,saishu_11,init_firm_id,init_emp_pos,init_ind,init_ind_maj,init_ind_min,init_work_hour,init_work_day,init_pos,init_f_sz,init_cmmt_time,init_chnl,init_s_age,init_e_age,init_chng_rsn,1st_firm_id,1st_emp_pos,1st_ind,1st_ind_maj,1st_ind_min,1st_work_hour,1st_work_day,1st_pos,1st_f_sz,1st_cmmt_time,1st_chnl,1st_s_age,1st_e_age,1st_chng_rsn,2nd_firm_id,2nd_emp_pos,2nd_ind,2nd_ind_maj,2nd_ind_min,2nd_work_hour,2nd_work_day,2nd_pos,2nd_f_sz,2nd_cmmt_time,2nd_chnl,2nd_s_age,2nd_e_age,2nd_chng_rsn,3rd_firm_id,3rd_emp_pos,3rd_ind,3rd_ind_maj,3rd_ind_min,3rd_work_hour,3rd_work_day,3rd_pos,3rd_f_sz,3rd_cmmt_time,3rd_chnl,3rd_s_age,3rd_e_age,3rd_chng_rsn,4th_firm_id,4th_emp_pos,4th_ind,4th_ind_maj,4th_ind_min,4th_work_hour,4th_work_day,4th_pos,4th_f_sz,4th_cmmt_time,4th_chnl,4th_s_age,4th_e_age,4th_chng_rsn,5th_firm_id,5th_emp_pos,5th_ind,5th_ind_maj,5th_ind_min,5th_work_hour,5th_work_day,5th_pos,5th_f_sz,5th_cmmt_time,5th_chnl,5th_s_age,5th_e_age,5th_chng_rsn,6th_firm_id,6th_emp_pos,6th_ind,6th_ind_maj,6th_ind_min,6th_work_hour,6th_work_day,6th_pos,6th_f_sz,6th_cmmt_time,6th_chnl,6th_s_age,6th_e_age,6th_chng_rsn,7th_firm_id,7th_emp_pos,7th_ind,7th_ind_maj,7th_ind_min,7th_work_hour,7th_work_day,7th_pos,7th_f_sz,7th_cmmt_time,7th_chnl,7th_s_age,7th_e_age,7th_chng_rsn,8th_firm_id,8th_emp_pos,8th_ind,8th_ind_maj,8th_ind_min,8th_work_hour,8th_work_day,8th_pos,8th_f_sz,8th_cmmt_time,8th_chnl,8th_s_age,8th_e_age,8th_chng_rsn,9th_firm_id,9th_emp_pos,9th_ind,9th_ind_maj,9th_ind_min,9th_work_hour,9th_work_day,9th_pos,9th_f_sz,9th_cmmt_time,9th_chnl,9th_s_age,9th_e_age,9th_chng_rsn,10th_firm_id,10th_emp_pos,10th_ind,10th_ind_maj,10th_ind_min,10th_work_hour,10th_work_day,10th_pos,10th_f_sz,10th_cmmt_time,10th_chnl,10th_s_age,10th_e_age,10th_chng_rsn,lifestage_1,lifestage_2,lifestage_3,lifestage_4_1,lifestage_4_2,lifestage_5,chrt
552,553,11,30,1,1,3,11,7,4,66,3,1,5,8,1,4,4,4,4,4,4,4,4,4,2,1,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,11,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,29,98,98,0,98,98,98,98,1,4,4,4,4,4,4,4,4,8,8,8,8,8,98,8,8,8,8,8,8,3,8,1,2,1,3,8,2,70,8,228,1,9,2,70,8,228,1,9,2,2,4,1,0,0,1,0,1,17,0,1,2,0,11,0,5,2,4,45,4,66,10,7,8,1,1,7,25,30, , , , , , , , , , , , , , , ,1,2,40,3,54,8,5,1,7,7,3,20,25,8,2,4,45,4,66,10,7,8,1,1,7,25,30,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,8,8,8,98,1953
553,554,11,58,2,1,3,17,2,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,1,2,8,98,17,1,1,14,2,8,8,8,8,8,8,8,8,8,8,2,18,98,98,3,19,24,38,53,2,4,4,4,4,2,4,4,4,5,5,5,5,5,0,8,4,4,4,4,4,4,5,2,1,3,4,2,2,33,8,121,1,4,5,12,97,997,8,98,1,1,6,1,1,0,0,0,1,99,0,2,98,0,99,0, , , , , , , , , , , , , , ,4,1,2,20,8,157,8,6,1,7,1,5,14,18,6,1,2,20,8,157,8,6,1,7,1,5,14,18,6,98,6,12,97,997,98,8,8,98,8,98,18,58,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1925
554,555,11,62,1,1,3,11,1,5,75,3,1,40,8,99,9,9,9,9,9,9,9,9,9,7,1,99,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,1,8,98,11,1,1,13,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,5,25,32,47,54,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,8,5,5,5,5,5,4,1,3,1,2,3,1,2,60,3,56,1,9,4,1,5,75,8,1,1,1,6,1,1,0,0,0,1,99,0,2,98,0,99,0,4,1,4,1,5,75,99,9,8,1,1,7,22,62, , , , , , , , , , , , , , , ,1,4,1,5,75,99,9,8,1,1,7,22,62,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,98,1921
555,556,11,49,1,1,3,11,2,3,286,2,1,29,8,99,4,4,4,4,4,4,4,4,4,2,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,11,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,20,98,98,4,21,38,45,80,3,2,2,3,3,9,4,4,4,9,4,4,4,4,0,8,5,5,5,5,5,1,8,3,2,2,3,2,1,1,5,75,8,1,1,1,5,75,8,1,1,1,6,1,1,0,0,0,1,10,0,2,98,0,7,0,5,2,4,1,5,75,6,7,8,1,1,7,20,49, , , , , , , , , , , , , , , ,1,4,1,5,75,6,7,8,1,1,7,15,20,4,2,4,1,5,75,6,7,8,1,1,7,20,49,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,98,1934
556,557,11,35,1,1,3,11,7,1,27,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,3,4,10,3,6,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,11,1,1,18,1,0,0,0,0,0,1,0,0,1,4,2,26,98,98,2,27,29,80,80,2,3,3,3,3,1,3,2,4,9,9,9,9,9,1,1,8,8,8,8,8,2,8,2,2,2,3,8,2,99,3,54,1,4,2,99,3,54,3,4,1,1,5,1,1,1,0,0,0,9,0,2,98,0,9,0, , , , , , , , , , , , , , ,4,1,2,50,3,54,6,6,1,8,5,3,18,28,5,1,2,50,3,54,6,6,1,8,5,3,18,28,5,98,6,12,97,997,98,8,8,98,8,98,28,35,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,7,0,98,1948
557,558,11,56,1,1,3,11,2,5,75,3,1,34,8,4,9,9,9,4,4,4,4,9,4,7,3,8,9,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,1,8,98,11,1,1,12,2,8,8,8,8,8,8,8,8,8,8,2,22,98,98,3,25,33,48,50,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,8,5,5,5,5,5,1,8,3,2,2,3,2,4,1,5,75,8,1,4,1,5,75,8,1,1,1,4,1,1,0,0,0,0,99,0,2,98,0,99,0,5,2,4,1,5,75,10,7,8,1,1,7,22,56, , , , , , , , , , , , , , , ,1,4,1,5,75,10,7,8,1,1,7,12,22,4,2,4,1,5,75,10,7,8,1,1,7,22,56,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,0,98,1927
558,559,11,39,1,1,3,11,6,5,75,3,1,14,8,7,4,4,4,4,4,4,4,4,4,4,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,11,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,2,26,32,80,80,3,3,3,3,2,4,4,4,4,3,3,3,3,3,1,1,8,8,8,8,8,2,8,9,9,9,3,7,1,1,5,75,8,1,1,1,5,75,8,1,1,1,5,1,1,0,1,0,0,99,0,2,98,0,99,0,5,2,4,1,5,75,10,7,8,1,1,7,25,39, , , , , , , , , , , , , , , ,1,4,1,5,75,10,7,8,1,1,7,15,25,4,2,4,1,5,75,10,7,8,1,1,7,25,39,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,8,8,98,1944
559,560,11,48,1,1,3,11,7,99,999,3,1,28,8,9,2,4,4,4,4,4,4,4,4,7,3,8,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,11,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,20,98,98,3,21,31,80,80,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,8,5,5,5,5,5,3,8,4,3,3,3,2,1,1,5,75,8,1,1,1,5,75,8,1,1,1,5,1,1,0,0,0,0,99,0,2,98,0,99,0,5,2,4,1,5,75,10,7,8,1,1,7,20,48, , , , , , , , , , , , , , , ,1,4,1,5,75,8,7,8,1,1,7,15,20,4,2,4,1,5,75,10,7,8,1,1,7,20,48,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,0,98,1935
560,561,11,56,1,1,9,11,1,5,75,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,2,8,98,11,1,9,12,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,3,23,29,42,51,2,3,2,3,3,5,5,5,5,5,5,5,5,5,0,8,4,4,4,4,4,1,8,2,2,2,4,2,1,1,5,75,8,1,1,1,5,75,8,1,1,1,7,1,1,0,0,0,1,99,0,2,98,0,99,0, , , , , , , , , , , , , , ,4,1,3,29,8,247,7,6,1,3,2,5,35,50,8,1,3,29,8,247,7,6,1,3,2,5,35,50,8,98,6,12,97,997,98,8,8,98,8,98,50,56,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,4,0,98,1927
561,562,11,54,1,1,9,11,2,1,44,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,2,4,9,3,6,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,2,1,8,98,11,1,1,12,1,0,0,0,0,0,0,1,0,2,8,2,19,98,98,3,20,30,42,50,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,8,3,3,3,3,3,2,8,2,3,3,3,2,1,1,5,75,8,1,5,12,97,997,8,98,1,1,9,1,1,0,1,0,1,99,0,9,98,0,99,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,98,1929
562,563,11,41,1,1,3,11,7,99,999,3,1,21,8,4,4,4,4,4,4,4,4,4,4,7,3,8,9,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,11,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,20,98,98,3,23,28,80,80,3,2,2,3,1,9,9,9,9,9,9,9,9,9,0,8,5,5,5,5,5,3,8,9,9,9,3,2,1,1,5,75,8,1,1,1,5,75,8,1,1,1,6,1,1,0,1,0,0,99,0,2,98,0,99,0,5,2,4,1,5,75,8,7,8,1,1,7,20,41, , , , , , , , , , , , , , , ,1,4,1,5,75,8,7,8,1,1,7,18,20,4,2,4,1,5,75,8,7,8,1,1,7,20,41,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,0,98,1942
563,564,11,35,1,1,3,11,7,3,286,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,7,1,98,11,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,19,98,98,2,20,23,80,80,1,1,2,4,3,5,5,5,5,5,5,5,5,5,0,8,4,3,3,3,3,3,8,3,2,3,3,8,1,1,5,75,8,1,1,1,5,75,8,1,1,1,5,1,1,0,1,0,0,99,0,2,98,0,99,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,98,1948
564,565,11,65,2,9,8,20,99,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,1,1,8,98,20,1,1,12,1,0,0,0,0,0,0,1,0,2,8,2,36,98,98,3,37,41,61,64,4,1,1,1,1,5,5,5,5,5,5,5,5,5,0,8,5,5,5,5,5,1,8,9,2,2,3,1,2,75,3,54,1,6,5,12,97,997,8,98,1,1,2,1,0,0,0,0,0,7,0,2,98,0,7,0, , , , , , , , , , , , , , ,4,1,2,75,3,55,7,6,1,6,4,6,40,50,8,1,2,75,3,55,7,6,1,6,4,6,40,50,8,98,6,12,97,997,98,8,8,98,8,98,50,65,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,1,3,98,1918
565,566,11,38,2,1,3,11,99,99,999,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,1,4,10,3,2,1,0,0,1,0,0,0,0,0,2,1,3,2,2,9,3,3,2,98,1,7,3,98,11,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,24,98,98,2,26,28,80,80,3,4,2,4,4,4,4,3,3,5,5,5,5,5,0,8,4,3,3,3,3,5,4,2,2,2,9,8,2,15,4,70,2,4,2,15,2,50,5,5,1,1,4,1,1,0,0,0,0,10,0,1,1,0,10,0, , , , , , , , , , , , , , ,4,1,2,50,3,55,8,6,1,8,6,3,18,24,4,1,2,50,3,55,8,6,1,8,6,3,18,24,4,98,6,12,97,997,98,8,8,98,8,98,24,38,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1945
566,567,11,37,2,1,3,2,99,8,161,3,1,2,1,5,2,2,2,2,2,2,2,2,2,3,2,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,6,98,2,1,1,18,1,0,0,0,0,0,0,0,1,1,3,2,22,98,98,2,24,27,80,80,2,3,3,2,3,3,2,3,3,5,5,5,5,5,0,8,2,3,2,2,3,5,3,2,3,9,2,8,2,50,3,54,1,8,2,50,3,54,3,8,1,1,4,1,1,0,0,0,0,11,0,1,1,0,11,0,6,2,3,31,8,120,8,6,1,5,5,99,35,37, , , , , , , , , , , , , , , ,1,2,21,4,66,8,6,1,3,5,2,18,22,4,98,6,12,97,997,98,8,8,98,8,98,22,35,98,2,3,31,8,120,8,6,1,5,5,99,35,37,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,4,0,98,1946
567,568,11,47,2,1,1,12,99,1,292,2,1,12,2,4,2,2,2,3,1,2,2,3,3,2,2,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,8,8,6,12,1,1,20,1,0,0,0,0,0,0,0,1,1,5,2,27,98,98,2,27,29,47,80,2,3,2,3,3,9,2,9,9,9,3,3,9,9,0,8,2,3,3,2,3,9,8,2,9,9,9,9,2,33,3,55,1,6,2,33,2,50,4,7,1,1,4,1,1,0,0,0,0,11,0,1,2,0,11,0,7,3,1,87,1,44,3,4,8,1,1,7,35,47, , , , , , , , , , , , , , , ,1,2,97,3,55,8,6,1,2,4,2,20,23,9,2,1,87,1,44,3,3,8,2,2,7,23,27,4,98,6,12,97,997,98,8,8,98,8,98,27,35,98,3,1,87,1,44,3,4,8,1,1,7,35,47,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,4,0,98,1936
568,569,11,38,1,1,3,11,99,99,999,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,1,7,10,3,2,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,98,2,7,1,98,11,1,1,18,1,0,0,0,1,0,0,0,0,2,8,2,20,98,98,3,23,29,80,80,2,3,2,2,3,5,5,5,5,5,5,5,5,5,0,8,3,9,3,9,9,9,8,2,2,2,3,8,1,44,4,63,8,2,1,44,4,63,8,2,1,1,5,1,1,0,0,0,0,10,0,2,98,0,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,98,1945
569,570,11,47,2,1,3,11,99,99,999,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,1,8,10,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,11,1,1,18,1,0,0,0,0,0,0,0,1,2,8,2,23,98,98,2,23,27,80,80,4,3,3,3,3,2,3,3,3,2,3,2,3,3,0,8,9,9,9,9,9,9,8,2,9,9,3,8,2,43,4,70,1,8,2,43,2,50,5,8,1,1,4,1,1,0,0,0,0,11,0,2,98,0,11,0, , , , , , , , , , , , , , ,5,2,2,49,4,66,8,5,1,5,6,5,21,23,4,1,2,43,4,66,8,6,1,8,6,3,18,21,11,2,2,49,4,66,8,5,1,5,6,5,21,23,4,98,6,12,97,997,98,8,8,98,8,98,23,47,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1936
570,571,11,45,2,1,9,5,7,1,20,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,2,4,10,3,2,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,7,98,5,2,1,20,2,8,8,8,8,8,8,8,8,8,8,2,23,98,98,2,24,29,80,80,2,3,2,3,2,2,9,3,3,5,5,5,5,5,0,8,2,3,3,9,9,3,8,2,2,9,3,10,2,88,1,13,1,5,2,88,1,13,9,6,1,2,4,1,1,0,0,0,0,13,0,2,98,0,13,0, , , , , , , , , , , , , , ,4,1,2,88,1,20,8,6,1,5,3,3,20,23,4,1,2,88,1,20,8,6,1,5,3,3,20,23,4,98,6,12,97,997,98,8,8,98,8,98,23,45,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1938
571,572,11,48,2,1,3,9,6,99,999,2,1,12,1,8,2,2,1,2,2,2,2,2,2,1,3,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,9,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,2,25,27,47,80,2,3,9,3,3,2,9,2,2,2,3,3,3,3,0,8,2,3,3,2,3,5,4,2,9,9,3,4,2,31,8,115,5,5,2,31,2,50,4,6,1,1,4,1,1,0,0,0,0,12,0,1,3,0,10,0,7,3,2,24,8,178,8,6,1,5,4,99,36,48, , , , , , , , , , , , , , , ,1,2,87,3,54,8,6,1,4,4,3,16,23,8,2,2,99,4,66,8,6,1,4,3,2,23,25,4,98,6,12,97,997,98,8,8,98,8,98,25,36,98,3,2,24,8,178,8,6,1,5,4,99,36,48,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,4,0,98,1935
572,573,11,47,2,1,9,4,6,99,999,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,3,99,10,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,2,6,8,98,4,1,1,15,1,0,0,0,0,0,1,0,0,2,8,2,19,98,98,2,20,25,80,80,9,4,4,9,9,5,5,5,5,5,5,5,5,5,0,8,3,3,9,9,9,9,8,2,2,4,3,7,2,37,8,146,1,5,1,22,8,169,8,2,1,1,4,1,1,0,0,0,0,9,0,2,98,0,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,98,1936
573,574,11,32,1,1,3,11,7,1,19,2,1,5,2,99,2,2,2,2,2,2,2,2,2,1,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,3,98,11,1,1,18,1,0,0,0,1,0,0,0,0,1,3,2,23,98,98,2,23,25,80,80,2,2,3,2,2,3,9,9,9,2,2,2,2,2,0,8,5,5,5,5,5,5,7,2,9,9,3,8,2,99,4,70,1,6,2,99,2,50,5,6,4,3,4,1,1,0,0,0,0,11,0,1,3,0,9,0,6,2,2,88,1,19,6,6,1,4,4,5,27,32, , , , , , , , , , , , , , , ,1,2,88,1,19,6,6,1,3,6,1,20,22,4,98,6,12,97,997,98,8,8,98,8,98,22,27,98,2,2,88,1,19,6,6,1,4,4,5,27,32,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,1,0,98,1951
