,sampleno,kyojuuchi,q1,q2,q3,q3_toshiruikei,q4_1,q4_2,q5_1,q5_2,q6_1,q6_3,q6_3_toshiruikei,q6_4,q6_5_dai,q6_5_shou,q6_6,q6_7,q6a,q6b,q6c,q6d,q7,q8,q9_1,q9_2,q9_3,q9_4,q9_5,q10,q11,q11sq1,q11sq2_1,q11sq2_2,q11sq2_3,q11sq2_4,q11sq2_5,q11sq2_6,q11sq2_7,q12,q13,q13sq1,q13sq2,q13sq3,q13sq4_1,q13sq4_2,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q15_kigyou,q15_jigyousho,q15_1,q15_3,q15_3_toshiruikei,q15_4,q15_5_dai,q15_5_shou,q15_6,q15_7,q15_8,q15_9_1,q15_9_2,q15_10,q16_1_kigyou,q16_1_jigyousho,q16_1_1,q16_1_3,q16_1_3_toshiruikei,q16_1_4,q16_1_5_dai,q16_1_5_shou,q16_1_6,q16_1_7,q16_1_8,q16_1_9_1,q16_1_9_2,q16_1_10,q16_2_kigyou,q16_2_jigyousho,q16_2_1,q16_2_3,q16_2_3_toshiruikei,q16_2_4,q16_2_5_dai,q16_2_5_shou,q16_2_6,q16_2_7,q16_2_8,q16_2_9_1,q16_2_9_2,q16_2_10,q16_3_kigyou,q16_3_jigyousho,q16_3_1,q16_3_3,q16_3_3_toshiruikei,q16_3_4,q16_3_5_dai,q16_3_5_shou,q16_3_6,q16_3_7,q16_3_8,q16_3_9_1,q16_3_9_2,q16_3_10,q16_4_kigyou,q16_4_jigyousho,q16_4_1,q16_4_3,q16_4_3_toshiruikei,q16_4_4,q16_4_5_dai,q16_4_5_shou,q16_4_6,q16_4_7,q16_4_8,q16_4_9_1,q16_4_9_2,q16_4_10,q16_5_kigyou,q16_5_jigyousho,q16_5_1,q16_5_3,q16_5_3_toshiruikei,q16_5_4,q16_5_5_dai,q16_5_5_shou,q16_5_6,q16_5_7,q16_5_8,q16_5_9_1,q16_5_9_2,q16_5_10,q16_6_kigyou,q16_6_jigyousho,q16_6_1,q16_6_3,q16_6_3_toshiruikei,q16_6_4,q16_6_5_dai,q16_6_5_shou,q16_6_6,q16_6_7,q16_6_8,q16_6_9_1,q16_6_9_2,q16_6_10,q16_7_kigyou,q16_7_jigyousho,q16_7_1,q16_7_3,q16_7_3_toshiruikei,q16_7_4,q16_7_5_dai,q16_7_5_shou,q16_7_6,q16_7_7,q16_7_8,q16_7_9_1,q16_7_9_2,q16_7_10,q16_8_kigyou,q16_8_jigyousho,q16_8_1,q16_8_3,q16_8_3_toshiruikei,q16_8_4,q16_8_5_dai,q16_8_5_shou,q16_8_6,q16_8_7,q16_8_8,q16_8_9_1,q16_8_9_2,q16_8_10,q16_9_kigyou,q16_9_jigyousho,q16_9_1,q16_9_3,q16_9_3_toshiruikei,q16_9_4,q16_9_5_dai,q16_9_5_shou,q16_9_6,q16_9_7,q16_9_8,q16_9_9_1,q16_9_9_2,q16_9_10,q16_10_kigyou,q16_10_jigyousho,q16_10_1,q16_10_3,q16_10_3_toshiruikei,q16_10_4,q16_10_5_dai,q16_10_5_shou,q16_10_6,q16_10_7,q16_10_8,q16_10_9_1,q16_10_9_2,q16_10_10,q16_11_kigyou,q16_11_jigyousho,q16_11_1,q16_11_3,q16_11_3_toshiruikei,q16_11_4,q16_11_5_dai,q16_11_5_shou,q16_11_6,q16_11_7,q16_11_8,q16_11_9_1,q16_11_9_2,q16_11_10,q16_12_kigyou,q16_12_jigyousho,q16_12_1,q16_12_3,q16_12_3_toshiruikei,q16_12_4,q16_12_5_dai,q16_12_5_shou,q16_12_6,q16_12_7,q16_12_8,q16_12_9_1,q16_12_9_2,q16_12_10,q16_13_kigyou,q16_13_jigyousho,q16_13_1,q16_13_3,q16_13_3_toshiruikei,q16_13_4,q16_13_5_dai,q16_13_5_shou,q16_13_6,q16_13_7,q16_13_8,q16_13_9_1,q16_13_9_2,q16_13_10,q16_14_kigyou,q16_14_jigyousho,q16_14_1,q16_14_3,q16_14_3_toshiruikei,q16_14_4,q16_14_5_dai,q16_14_5_shou,q16_14_6,q16_14_7,q16_14_8,q16_14_9_1,q16_14_9_2,q16_14_10,q16_15_kigyou,q16_15_jigyousho,q16_15_1,q16_15_3,q16_15_3_toshiruikei,q16_15_4,q16_15_5_dai,q16_15_5_shou,q16_15_6,q16_15_7,q16_15_8,q16_15_9_1,q16_15_9_2,q16_15_10,q16_16_kigyou,q16_16_jigyousho,q16_16_1,q16_16_3,q16_16_3_toshiruikei,q16_16_4,q16_16_5_dai,q16_16_5_shou,q16_16_6,q16_16_7,q16_16_8,q16_16_9_1,q16_16_9_2,q16_16_10,q16_17_kigyou,q16_17_jigyousho,q16_17_1,q16_17_3,q16_17_3_toshiruikei,q16_17_4,q16_17_5_dai,q16_17_5_shou,q16_17_6,q16_17_7,q16_17_8,q16_17_9_1,q16_17_9_2,q16_17_10,q17_1,q17_2,q17_3,q18,q18sq1_1,q18sq1_2,q18sq1_3,q18sq1_4,q18sq1_5,q18sq1_6,q18sq1_7,q18sq2_1_1,q18sq2_1_2,q18sq2_1_3,q18sq2_1_4,q18sq2_1_5,q18sq2_1_7,q18sq2_2_1,q18sq2_2_2,q18sq2_2_3,q18sq2_2_4,q18sq2_2_5,q18sq2_2_7,q18sq2_3_1,q18sq2_3_2,q18sq2_3_3,q18sq2_3_4,q18sq2_3_5,q18sq2_3_7,q19,q19sq1_1,q19sq1_2,q19sq1_3,q19sq1_4,q19sq1_5,q19sq2_1,q19sq2_2,q19sq2_3,q19sq2_4,q19sq2_5,q19sq3_1,q19sq3_2,q19sq3_3,q19sq3_4,q19sq3_5,q20,q20sq2,q21,q22,q22sq1,q22sq2,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_8,q23_9,q23_10,q24,q25,q25sq1,q25sq2,q25sq3,q26_1,q26_1sq1,q26_1sq2,q26_2,q26_3,q26_4,q26_5,q26_6_1,q26_6_2,q27,q28_1,q28_1sq1,q28_1sq2,q28_2,q28_3,q28_4,q28_5,q28_6_1,q28_6_2,q29,q29_1,q29_2,q29_3,q29_4,q30,q30_1_1,q30_1_3,q30_1_4_dai,q30_1_4_shou,q30_1_5,q30_1_6,q31,q32,q32_1,q33,q33_1
1212,1213,10,62,1,10,4,1,1,1,1,7,98,8,12,98,998,8,98,98,61,62,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,10,2,45,4,66,1,2,2,18,22,4,98,98,6,98,8,14,96,996,8,98,98,22,26,98,1,0,2,10,4,98,8,219,1,9,1,26,61,5,98,98,7,98,8,12,98,998,8,98,98,61,62,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,5,1,5,3,3,3,2,1,3,3,2,2,2,1,2,8,98,98,98,2,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,27,28,47,99,1,1,1,5,75,8,1,2,9,998,4,998
1213,1214,10,63,1,10,4,5,1,2,1,1,10,4,1,5,75,8,1,7,25,63,1,2,1,3,3,3,3,3,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,12,1,20,8,162,1,5,5,16,22,4,98,98,6,98,8,14,96,996,8,98,98,22,23,98,1,0,5,10,4,1,5,75,8,1,7,23,24,4,98,98,6,98,8,14,96,996,8,98,98,24,25,98,1,0,1,10,4,1,5,75,8,1,7,25,63,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,2,8,8,1,1,1,3,3,1,3,1,1,1,2,8,98,98,98,2,8,8,10,2,1,1,14,16,2,98,8,8,98,8,8,8,98,98,1,25,29,44,54,1,5,1,5,75,8,1,1,4,998,4,998
1214,1215,10,49,1,10,4,6,5,1,1,2,10,4,98,3,54,1,9,1,28,49,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,21,2,98,8,8,98,98,1,2,2,2,1,1,0,0,2,10,4,84,3,54,1,3,6,19,28,11,1,0,2,10,4,98,3,54,1,9,1,28,49,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,8,1,9,9,9,9,9,9,9,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,5,1,3,2,2,2,3,3,3,3,1,3,1,1,1,2,98,98,98,3,8,8,10,2,1,1,12,15,2,98,8,8,98,8,8,8,98,98,1,19,21,41,43,1,1,1,5,75,8,1,2,8,998,6,998
1215,1216,10,62,1,10,4,9,1,4,1,1,10,4,1,5,75,8,1,8,27,62,1,2,1,3,2,3,3,3,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,12,1,45,8,257,1,3,1,15,20,6,1,0,5,10,4,1,5,75,8,1,7,20,27,1,1,0,1,10,4,1,5,75,8,1,8,27,62,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,1,2,8,8,2,1,2,3,2,3,2,3,3,3,2,8,98,98,98,3,8,8,10,2,1,2,12,15,2,98,8,8,98,8,8,8,98,98,1,29,30,53,58,1,5,1,5,75,8,1,2,5,998,4,998
1216,1217,10,45,1,10,4,7,3,4,2,1,10,4,47,8,141,8,1,7,28,45,1,1,1,3,1,1,3,3,2,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,10,4,47,8,136,1,2,1,15,28,14,1,0,1,10,4,47,8,141,8,1,7,28,45,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,5,1,6,2,1,3,1,3,3,2,2,1,1,1,1,8,98,98,98,7,8,8,10,2,1,1,12,15,2,98,8,8,98,8,8,8,98,98,1,27,29,80,98,1,5,47,8,141,8,1,7,6,998,5,998
1217,1218,10,32,1,10,4,4,4,2,2,2,10,4,47,4,70,1,6,8,30,32,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,4,2,98,8,8,98,98,2,1,1,1,1,1,0,0,2,10,4,49,4,70,1,5,2,22,27,6,1,0,2,10,2,47,4,70,1,6,1,27,30,1,1,1,2,10,4,47,4,70,1,6,8,30,32,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,1,1,0,0,0,0,0,1,0,4,6,1,30,2,2,8,8,8,98,8,8,8,8,8,98,8,8,1,1,1,28,1,2,1,6,29,1,2,8,8,98,8,8,2,8,3,1,3,3,1,3,1,1,2,3,3,1,1,1,1,2,98,98,98,10,8,2,12,3,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,25,27,80,98,1,7,13,97,997,8,98,7,6,998,6,998
1218,1219,10,65,1,10,4,6,2,5,1,7,98,8,12,98,998,8,98,98,58,65,3,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,12,1,45,8,257,1,3,1,17,18,12,1,0,2,12,1,45,8,257,1,3,1,18,20,11,2,0,2,14,1,31,8,119,2,7,1,20,28,4,98,98,6,98,8,14,96,996,8,98,98,28,31,98,3,0,2,10,4,70,3,54,1,8,2,31,33,1,3,0,2,10,4,70,3,58,1,8,8,33,55,1,3,0,2,10,4,70,3,54,1,8,8,55,58,5,98,98,7,98,8,12,98,998,8,98,98,58,65,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,5,1,5,3,3,1,1,3,3,1,2,1,1,3,2,8,98,98,98,3,8,8,10,2,1,2,15,17,2,98,8,8,98,8,8,8,98,98,1,28,31,49,61,1,1,1,5,75,8,1,2,5,998,5,998
1219,1220,10,43,1,10,4,5,5,2,2,1,10,4,1,5,75,8,1,7,22,43,2,2,3,2,2,3,3,3,7,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,12,1,62,8,257,1,5,1,18,20,14,1,0,2,12,1,62,7,99,1,4,1,20,22,7,2,0,1,10,4,1,5,75,8,1,7,22,43,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,2,8,8,3,3,1,3,3,1,1,1,1,1,1,8,98,98,98,8,4,8,10,2,1,1,15,18,2,98,8,8,98,8,8,8,98,98,1,42,80,98,98,1,5,1,5,75,8,1,7,6,998,4,998
1220,1221,10,63,1,10,4,9,1,6,1,1,10,4,1,5,75,8,1,7,27,63,2,2,1,3,2,3,3,3,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,5,10,4,1,5,75,8,1,7,17,20,13,1,0,2,10,4,98,1,10,1,9,1,20,21,4,98,98,6,98,8,14,96,996,8,98,98,21,27,98,2,0,1,10,4,1,5,75,8,1,7,27,63,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,2,8,8,2,1,2,3,3,1,3,1,1,1,2,8,98,98,98,3,8,8,10,2,1,1,15,17,2,98,8,8,98,8,8,8,98,98,1,30,32,50,56,1,5,1,5,75,8,1,2,7,998,6,998
1221,1222,10,64,2,12,1,10,10,5,5,7,98,8,12,98,998,8,98,98,63,64,3,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,12,3,36,3,54,1,8,1,26,29,2,1,0,2,12,1,49,3,54,3,6,2,29,33,12,2,0,2,10,2,62,3,54,1,8,1,33,35,7,3,0,2,10,4,15,3,54,2,9,1,35,63,5,98,98,7,98,8,12,98,998,8,98,98,63,64,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,1,2,8,8,2,2,3,3,3,3,3,3,3,3,2,8,98,98,98,6,8,1,12,3,1,2,18,20,2,98,8,8,98,8,8,8,98,98,1,36,38,59,80,1,2,32,8,134,1,5,2,7,998,3,998
1222,1223,10,53,1,10,4,7,5,3,1,3,10,4,84,5,80,1,3,99,53,53,4,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,1,2,98,8,8,98,98,1,2,2,2,2,2,0,0,2,10,4,98,8,226,1,9,1,21,28,13,1,0,2,20,3,1,5,75,1,4,1,28,33,13,2,0,2,10,4,62,7,99,1,4,1,33,42,13,3,0,2,12,1,15,8,219,1,3,1,42,53,7,4,0,3,10,4,84,5,80,1,3,99,53,53,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,1,2,8,8,1,1,1,2,3,3,3,3,3,3,1,2,98,98,98,2,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,28,32,51,51,1,1,1,5,75,8,1,1,9,998,5,998
1223,1224,10,64,1,10,4,3,3,1,1,1,10,4,1,5,75,8,1,7,15,64,0,9,1,9,9,9,9,9,99,9,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,10,4,1,5,75,8,1,7,15,64,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,1,6,3,1,1,1,3,3,1,2,1,1,1,1,8,98,98,98,2,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,26,42,60,60,1,1,1,5,75,8,1,1,9,998,4,998
1224,1225,10,28,1,10,4,3,1,3,1,2,10,4,15,8,219,1,3,4,27,28,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,1,2,98,8,8,98,98,2,1,2,2,9,2,0,0,2,14,1,62,8,260,1,4,2,17,27,14,1,0,2,10,4,15,8,219,1,3,4,27,28,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,5,1,4,4,3,2,1,3,3,3,1,3,3,3,2,2,98,98,98,8,1,8,10,2,1,1,15,17,2,98,8,8,98,8,8,8,98,98,2,98,98,98,98,8,98,12,98,998,8,98,98,10,998,3,998
1225,1226,10,57,1,10,4,3,1,2,1,1,10,4,45,4,63,8,3,7,15,57,0,2,3,9,9,9,9,9,2,1,3,0,0,0,1,1,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,10,4,45,4,63,8,3,7,15,57,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,8,1,0,0,0,1,0,0,0,2,4,2,25,1,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,7,30,1,8,8,8,98,8,8,8,8,98,8,8,2,8,1,1,6,3,3,3,2,3,3,3,2,1,3,3,2,8,98,98,98,2,8,8,10,2,1,1,13,14,2,98,8,8,98,8,8,8,98,98,1,25,26,45,55,1,5,45,4,66,8,3,3,17,998,9,998
1226,1227,10,48,1,10,4,3,2,2,2,2,10,4,91,1,29,3,9,8,46,48,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,25,2,98,8,8,98,98,2,1,1,2,2,8,0,0,2,10,4,91,1,28,1,9,5,23,31,1,0,1,2,10,4,91,1,28,1,9,8,31,34,1,0,2,2,10,4,91,1,29,1,9,8,34,39,1,0,3,2,10,4,91,1,28,1,9,8,39,46,1,0,4,2,10,4,91,1,29,3,9,8,46,48,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,8,1,0,0,0,0,0,0,1,3,7,1,28,1,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,2,8,8,2,3,1,2,3,2,2,3,2,1,1,2,98,98,98,10,8,6,10,1,1,1,19,22,2,98,8,8,98,8,8,8,98,98,1,28,29,47,80,1,1,77,10,270,8,2,7,19,998,11,998
1227,1228,10,50,2,12,1,3,3,3,3,1,10,4,88,1,13,8,2,7,38,50,1,1,4,3,1,3,3,3,5,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,14,1,91,1,31,1,9,3,28,38,13,1,0,1,10,4,88,1,13,8,2,7,38,50,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,1,0,0,0,0,0,0,1,3,7,1,25,1,2,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,4,2,8,8,3,2,1,2,3,2,3,2,2,3,2,8,98,98,98,10,8,7,14,2,1,1,20,25,2,98,8,8,98,8,8,8,98,98,1,30,32,80,98,1,5,88,3,54,8,2,9,11,998,9,998
1228,1229,10,36,1,10,4,3,2,1,1,1,10,4,46,10,273,8,4,7,19,36,0,2,5,9,9,9,9,9,1,1,4,1,0,0,1,0,1,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,10,4,46,10,273,8,4,7,19,36,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,8,1,0,0,0,1,0,0,0,2,4,2,18,1,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,7,18,1,8,8,8,98,8,8,8,8,98,8,8,1,2,3,1,3,3,2,3,1,1,3,1,3,1,1,1,1,8,98,98,98,8,1,8,10,2,1,1,16,18,2,98,8,8,98,8,8,8,98,98,1,26,27,80,98,1,1,46,3,55,8,4,7,17,998,7,998
